state,record_date,sessions,sites,total_doses,first_dose,second_dose,male_doses,female_doses,transgender_doses,covaxin_doses,covishield_doses,sputnik_v_doses,aefi,doses_18_44,doses_45_60,doses_60_plus,ind_vax_18_44,ind_vax_45_60,ind_vax_60_plus,male_ind_vax,female_ind_vax,transgender_ind_vax,total_ind_vax
Delhi,2021-07-05,207306,844,8463689,6523882,1939807,4897042,3564895,1752,2113489,6343181,7019,1027,3991391,2736533,1735765,0,0,0,0,0,0,0
Delhi,2021-07-06,140280,539,8498379,6543046,1955333,4916611,3580008,1760,2120436,6370167,7776,1031,4010396,2747659,1740324,0,0,0,0,0,0,0
Delhi,2021-07-07,114650,384,8520756,6554851,1965905,4929024,3589965,1767,2125216,6386181,9359,1031,4022892,2754532,1743332,0,0,0,0,0,0,0
Delhi,2021-07-08,343126,1243,8679752,6666282,2013470,5016211,3661714,1827,2131598,6537918,10236,1031,4121440,2797737,1760575,0,0,0,0,0,0,0
Delhi,2021-07-09,272263,1054,8810952,6761634,2049318,5087924,3721150,1878,2137277,6662083,11592,1035,4205055,2832370,1773527,0,0,0,0,0,0,0
Delhi,2021-07-10,207996,802,8890766,6814195,2076571,5132295,3756573,1898,2153441,6724039,13286,1044,4253592,2855227,1781947,0,0,0,0,0,0,0
Delhi,2021-07-11,58110,96,8901626,6821204,2080422,5137705,3762022,1899,2155754,6731965,13907,1044,4259924,2858359,1783343,0,0,0,0,0,0,0
Delhi,2021-07-12,136200,526,8937940,6843441,2094499,5157950,3778085,1905,2171194,6751418,15328,1044,4281450,2868798,1787692,0,0,0,0,0,0,0
Delhi,2021-07-13,270755,1139,9067022,6936013,2131009,5229223,3835847,1952,2184389,6866117,16516,1049,4361658,2904551,1800813,0,0,0,0,0,0,0
Delhi,2021-07-14,171612,667,9153718,7002464,2151254,5277183,3874580,1955,2199106,6936822,17790,1049,4407589,2933608,1812521,0,0,0,0,0,0,0
Delhi,2021-07-15,131688,526,9186905,7023654,2163251,5295407,3889518,1980,2213774,6954062,19069,1051,4427481,2942794,1816630,0,0,0,0,0,0,0
Delhi,2021-07-16,205962,870,9274314,7086069,2188245,5342934,3929378,2002,2225631,7028161,20522,1051,4481769,2966850,1825695,0,0,0,0,0,0,0
Delhi,2021-07-17,176364,675,9346116,7134416,2211700,5381812,3962270,2034,2242598,7081221,22297,1054,4526095,2986659,1833362,0,0,0,0,0,0,0
Delhi,2021-07-18,52509,76,9357476,7141467,2216009,5387450,3967991,2035,2244286,7090179,23011,1054,4532364,2990177,1834935,0,0,0,0,0,0,0
Delhi,2021-07-19,118922,432,9383467,7158176,2225291,5401830,3979596,2041,2256595,7102691,24181,1053,4549218,2996630,1837619,0,0,0,0,0,0,0
Delhi,2021-07-20,177590,730,9455470,7200320,2255150,5441093,4012315,2062,2270348,7159671,25451,1053,4588024,3020596,1846850,0,0,0,0,0,0,0
Delhi,2021-07-21,171428,726,9518884,7230289,2288595,5475174,4041637,2073,2281567,7210535,26782,1055,4616126,3046145,1856613,0,0,0,0,0,0,0
Delhi,2021-07-22,157143,660,9567507,7252529,2314978,5501688,4063734,2085,2293965,7245590,27952,1056,4638534,3064895,1864078,0,0,0,0,0,0,0
Delhi,2021-07-23,133295,534,9603697,7268264,2335433,5521199,4080398,2100,2303739,7271283,28675,1056,4654944,3079089,1869664,0,0,0,0,0,0,0
Delhi,2021-07-24,191293,928,9673601,7289525,2384076,5558876,4112615,2110,2318023,7325583,29995,1057,4679474,3111619,1882508,0,0,0,0,0,0,0
Delhi,2021-07-25,55320,77,9684216,7296521,2387695,5564281,4117820,2115,2319544,7334133,30539,1057,4686004,3114400,1883812,0,0,0,0,0,0,0
Delhi,2021-07-26,173077,870,9741598,7311091,2430507,5597782,4141688,2128,2332941,7377490,31167,1057,4710458,3137607,1893533,0,0,0,0,0,0,0
Delhi,2021-07-27,148583,745,9779440,7324923,2454517,5619338,4157967,2135,2344718,7402841,31881,1059,4732117,3149159,1898164,0,0,0,0,0,0,0
Delhi,2021-07-28,0,0,9837247,7336542,2500705,5652155,4182943,2149,2353392,7451262,32593,1062,4760276,3170703,1906268,0,0,0,0,0,0,0
Delhi,2021-07-29,253067,1261,9909776,7350096,2559680,5692959,4214660,2157,2365741,7510582,33453,1062,4793675,3198155,1917946,0,0,0,0,0,0,0
Delhi,2021-07-30,246452,1122,9965538,7363608,2601930,5724359,4239008,2171,2375436,7555867,34235,1065,4824967,3215559,1925012,0,0,0,0,0,0,0
Delhi,2021-07-31,262305,1225,10047640,7382742,2664898,5771043,4274413,2184,2391754,7620101,35785,1064,4872149,3241021,1934470,0,0,0,0,0,0,0
Delhi,2021-08-01,64109,106,10104786,7433097,2671689,5803778,4298837,2171,2427317,7640694,36775,1064,4915093,3251092,1938601,0,0,0,0,0,0,0
Delhi,2021-08-02,276791,1256,10198712,7482001,2716711,5859406,4337113,2193,2447080,7713352,38280,1066,4979742,3272066,1946904,0,0,0,0,0,0,0
Delhi,2021-08-03,281583,1251,10295389,7533335,2762054,5914822,4378343,2224,2465976,7789996,39417,1068,5045466,3294653,1955270,0,0,0,0,0,0,0
Delhi,2021-08-04,266630,1149,10381633,7579306,2802327,5964396,4414991,2246,2482018,7859025,40590,1068,5107905,3311866,1961862,0,0,0,0,0,0,0
Delhi,2021-08-05,274349,1228,10471779,7630307,2841472,6015685,4453819,2275,2503836,7926260,41683,1068,5172027,3330570,1969182,0,0,0,0,0,0,0
Delhi,2021-08-06,275974,1161,10559677,7684071,2875606,6067300,4490086,2291,2522923,7993931,42823,1068,5235423,3348657,1975597,0,0,0,0,0,0,0
Delhi,2021-08-07,302021,1299,10679728,7744261,2935467,6135134,4542278,2316,2547851,8087489,44388,1067,5325250,3370882,1983596,0,0,0,0,0,0,0
Delhi,2021-08-08,65363,107,10690855,7750023,2940832,6140897,4547640,2318,2549669,8096330,44856,1066,5333996,3372426,1984433,0,0,0,0,0,0,0
Delhi,2021-08-09,302853,1311,10836082,7835546,3000536,6228216,4605508,2358,2577768,8212529,45785,1072,5444642,3397825,1993615,0,0,0,0,0,0,0
Delhi,2021-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2021-01-19,32,15,72,72,0,26,46,0,0,72,0,0,0,0,0,0,0,0,0,0,0,72
Goa,2021-01-20,38,20,72,72,0,26,46,0,0,72,0,0,0,0,0,0,0,0,0,0,0,72
Goa,2021-01-21,41,22,72,72,0,26,46,0,0,72,0,0,0,0,0,0,0,0,0,0,0,72
Goa,2021-01-22,44,24,300,300,0,133,167,0,0,300,0,0,0,0,0,0,0,0,0,0,0,300
Goa,2021-01-23,47,24,971,971,0,394,577,0,0,971,0,0,0,0,0,0,0,0,0,0,0,971
Goa,2021-01-24,55,26,1033,1033,0,412,621,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,1033
Goa,2021-01-25,68,37,1285,1285,0,491,794,0,0,1285,0,0,0,0,0,0,0,0,0,0,0,1285
Goa,2021-01-26,70,39,1290,1290,0,494,796,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,1290
Goa,2021-01-27,72,39,1844,1844,0,684,1160,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,1844
Goa,2021-01-28,77,41,2394,2394,0,890,1504,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,2394
Goa,2021-01-29,82,43,2752,2752,0,1033,1719,0,0,2752,0,0,0,0,0,0,0,0,0,0,0,2752
Goa,2021-01-30,90,46,3464,3464,0,1329,2135,0,0,3464,0,0,0,0,0,0,0,0,0,0,0,3464
Goa,2021-01-31,103,50,3466,3466,0,1330,2136,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,3466
Goa,2021-02-01,119,60,3860,3860,0,1457,2403,0,0,3860,0,0,0,0,0,0,0,0,0,0,0,3860
Goa,2021-02-02,148,77,4720,4720,0,1759,2961,0,0,4720,0,0,0,0,0,0,0,0,0,0,0,4720
Goa,2021-02-03,158,80,5582,5582,0,2045,3537,0,0,5582,0,0,0,0,0,0,0,0,0,0,0,5582
Goa,2021-02-04,173,83,6532,6532,0,2339,4193,0,0,6532,0,0,0,0,0,0,0,0,0,0,0,6532
Goa,2021-02-05,173,83,7195,7195,0,2499,4696,0,0,7195,0,0,0,0,0,0,0,0,0,0,0,7195
Goa,2021-02-06,182,86,7460,7460,0,2574,4886,0,0,7460,0,0,0,0,0,0,0,0,0,0,0,7460
Goa,2021-02-07,189,89,7462,7462,0,2576,4886,0,0,7462,0,0,0,0,0,0,0,0,0,0,0,7462
Goa,2021-02-08,200,95,7800,7800,0,2709,5091,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,7800
Goa,2021-02-09,214,106,8607,8607,0,3244,5363,0,0,8607,0,0,0,0,0,0,0,0,0,0,0,8607
Goa,2021-02-10,272,115,9656,9656,0,3999,5657,0,1,9655,0,0,0,0,0,0,0,0,0,0,0,9656
Goa,2021-02-11,318,128,11086,11086,0,4828,6258,0,1,11085,0,0,0,0,0,0,0,0,0,0,0,11086
Goa,2021-02-12,357,129,12743,12743,0,5815,6928,0,1,12742,0,0,0,0,0,0,0,0,0,0,0,12743
Goa,2021-02-13,399,131,13586,13277,309,6107,7170,0,1,13276,0,0,0,0,0,0,0,0,0,0,0,13277
Goa,2021-02-14,401,131,13586,13277,309,6107,7170,0,1,13276,0,0,0,0,0,0,0,0,0,0,0,13277
Goa,2021-02-15,419,133,14279,13942,337,6664,7278,0,1,13941,0,0,0,0,0,0,0,0,0,0,0,13942
Goa,2021-02-16,443,134,14463,14123,340,6820,7303,0,1,14122,0,0,0,0,0,0,0,0,0,0,0,14123
Goa,2021-02-17,481,136,15040,14700,340,7305,7395,0,1,14699,0,0,0,0,0,0,0,0,0,0,0,14700
Goa,2021-02-18,507,136,14303,13960,343,7042,6918,0,1,13959,0,0,0,0,0,0,0,0,0,0,0,13960
Goa,2021-02-19,541,137,16002,15417,585,7738,7679,0,1,15416,0,0,0,0,0,0,0,0,0,0,0,15417
Goa,2021-02-20,543,138,17395,16122,1273,7989,8133,0,1,16121,0,0,0,0,0,0,0,0,0,0,0,16122
Goa,2021-02-21,559,141,17395,16122,1273,7989,8133,0,1,16121,0,0,0,0,0,0,0,0,0,0,0,16122
Goa,2021-02-22,603,142,18143,16651,1492,8366,8285,0,1,16650,0,0,0,0,0,0,0,0,0,0,0,16651
Goa,2021-02-23,647,150,18419,16916,1503,8577,8339,0,1,16915,0,0,0,0,0,0,0,0,0,0,0,16916
Goa,2021-02-24,686,150,19851,17881,1970,9302,8579,0,1,17880,0,0,0,0,0,0,0,0,0,0,0,17881
Goa,2021-02-25,707,150,21121,18693,2428,9832,8861,0,1,18692,0,0,0,0,0,0,0,0,0,0,0,18693
Goa,2021-02-26,726,150,22620,19870,2750,10761,9109,0,1,19869,0,0,0,0,0,0,0,0,0,0,0,19870
Goa,2021-02-27,726,150,22620,19870,2750,10761,9109,0,1,19869,0,0,0,0,0,0,0,0,0,0,0,19870
Goa,2021-02-28,758,152,22620,19870,2750,10761,9109,0,1,19869,0,0,0,0,0,0,0,0,0,0,0,19870
Goa,2021-03-01,856,153,22620,19870,2750,10761,9109,0,1,19869,0,0,0,0,0,0,0,0,0,0,0,19870
Goa,2021-03-02,968,157,27005,23398,3607,12713,10685,0,1,23397,0,0,0,0,0,0,0,0,0,0,0,23398
Goa,2021-03-03,1112,167,31430,26860,4570,14607,12253,0,1,26859,0,0,0,0,0,0,0,0,0,0,0,26860
Goa,2021-03-04,1258,178,36170,30673,5497,16654,14019,0,1,30672,0,0,0,0,0,0,0,0,0,0,0,30673
Goa,2021-03-05,1458,178,40430,34005,6425,18296,15709,0,1,34004,0,0,0,0,0,0,0,0,0,0,0,34005
Goa,2021-03-06,1507,178,43800,36894,6906,19685,17209,0,1,36893,0,0,0,0,0,0,0,0,0,0,0,36894
Goa,2021-03-07,1532,184,43808,36902,6906,19686,17216,0,1,36901,0,0,0,0,0,0,0,0,0,0,0,36902
Goa,2021-03-08,1632,184,47499,40153,7346,21318,18835,0,2,40151,0,0,0,0,0,0,0,0,0,0,0,40153
Goa,2021-03-09,7600,54,43940,36027,7913,23175,20765,0,0,43937,0,0,0,0,0,0,0,0,0,0,0,43940
Goa,2021-03-10,8700,60,47253,38493,8760,24975,22278,0,0,47250,0,0,0,0,0,0,0,0,0,0,0,47253
Goa,2021-03-11,9200,62,50241,40416,9825,26660,23581,0,0,50238,0,0,0,0,0,0,0,0,0,0,0,50241
Goa,2021-03-12,8700,60,55587,44305,11282,29717,25870,0,0,55584,0,0,0,0,0,0,0,0,0,0,0,55587
Goa,2021-03-13,7050,49,59312,47645,11667,31609,27703,0,0,59309,0,0,0,0,0,0,0,0,0,0,0,59312
Goa,2021-03-14,0,0,59323,47655,11668,31617,27706,0,0,59320,0,0,0,0,0,0,0,0,0,0,0,59323
Goa,2021-03-15,15800,59,64652,52403,12249,34442,30209,1,0,64649,0,0,0,0,0,0,0,0,0,0,0,64652
Goa,2021-03-16,17600,59,78377,65739,12638,34486,31252,1,0,78377,0,498,0,0,0,15629,16293,33809,0,0,0,65739
Goa,2021-03-17,7700,51,85431,72357,13074,38007,34349,1,0,85431,0,498,0,0,0,15754,17396,39198,0,0,0,72357
Goa,2021-03-18,7400,51,88064,74794,13270,39245,35547,2,0,88064,0,501,0,0,0,15841,17901,41043,0,0,0,74794
Goa,2021-03-19,7200,49,91419,77616,13803,40635,36979,2,0,91419,0,501,0,0,0,16036,18683,42888,0,0,0,77616
Goa,2021-03-20,6900,49,94735,80447,14288,41956,38488,3,0,94735,0,501,0,0,0,16187,19516,44735,0,0,0,80447
Goa,2021-03-21,100,1,94819,80522,14297,41993,38526,3,0,94819,0,502,0,0,0,16193,19550,44770,0,0,0,80522
Goa,2021-03-22,7400,52,98125,83315,14810,43342,39970,3,0,98125,0,502,0,0,0,16365,20211,46730,0,0,0,83315
Goa,2021-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2021-03-23,7200,51,101464,86286,15178,44796,41487,3,0,101464,0,502,0,0,0,16517,20910,48850,0,0,0,86286
Goa,2021-03-24,6900,49,104768,88974,15794,46162,42809,3,0,104768,0,502,0,0,0,16657,21643,50665,0,0,0,88974
Goa,2021-03-25,7300,52,107821,91525,16296,47481,44041,3,0,107821,0,507,0,0,0,16818,22277,52421,0,0,0,91525
Goa,2021-03-26,8300,56,111081,94110,16971,48822,45285,3,0,111081,0,508,0,0,0,17009,22932,54160,0,0,0,94110
Goa,2021-03-27,6900,49,113726,96611,17115,49949,46659,3,0,113726,0,508,0,0,0,17173,23582,55847,0,0,0,96611
Goa,2021-03-28,600,5,113726,96611,17115,49948,46660,3,0,113726,0,508,0,0,0,17173,23581,55848,0,0,0,96611
Goa,2021-03-29,4200,39,114575,97343,17232,50330,47010,3,0,114575,0,508,0,0,0,17209,23775,56350,0,0,0,97343
Goa,2021-03-30,9450,54,118688,100317,18371,51791,48523,3,0,118688,0,513,0,0,0,17310,24416,58582,0,0,0,100317
Goa,2021-03-31,12100,69,121981,102595,19386,52951,49640,4,0,121981,0,515,0,0,0,17424,24906,60256,0,0,0,102595
Goa,2021-04-01,9700,64,125601,105426,20175,54497,50925,4,0,125601,0,515,0,0,0,17529,26642,61246,0,0,0,105426
Goa,2021-04-02,7500,51,129693,108867,20826,56373,52490,4,0,129693,0,515,0,0,0,17653,29060,62145,0,0,0,108867
Goa,2021-04-03,7500,54,133134,111519,21615,57777,53738,4,0,133134,0,515,0,0,0,17813,30746,62951,0,0,0,111519
Goa,2021-04-04,7300,47,135851,113879,21972,59025,54850,4,0,135851,0,516,0,0,0,17866,32439,63565,0,0,0,113879
Goa,2021-04-05,8700,61,139746,116633,23113,60453,56176,4,0,139746,0,517,0,0,0,17871,34105,64648,0,0,0,116633
Goa,2021-04-06,9700,70,142463,118691,23772,61494,57193,4,0,142463,0,518,0,0,0,17882,35354,65446,0,0,0,118691
Goa,2021-04-07,10200,69,149580,123996,25584,64278,59714,4,0,149580,0,519,0,0,0,17899,38665,67422,0,0,0,123996
Goa,2021-04-08,9400,64,155376,128428,26948,66610,61814,4,0,155376,0,520,0,0,0,17915,41483,69020,0,0,0,128428
Goa,2021-04-09,8900,64,162057,133268,28789,69290,63974,4,0,162057,0,524,0,0,0,17943,44810,70505,0,0,0,133268
Goa,2021-04-10,8600,57,171070,140385,30685,72757,67624,4,0,171070,0,524,0,0,0,17973,49667,72735,0,0,0,140385
Goa,2021-04-11,9600,58,178329,147178,31151,76153,71021,4,0,178329,0,525,0,0,0,17993,53940,75235,0,0,0,147178
Goa,2021-04-12,18000,65,188080,154523,33557,79862,74654,7,0,188080,0,526,0,0,0,18070,58577,77866,0,0,0,154523
Goa,2021-04-13,8200,56,192563,158206,34357,81735,76464,7,0,192563,0,526,0,0,0,18091,60898,79207,0,0,0,158206
Goa,2021-04-14,10500,61,203125,167443,35682,86145,81290,8,0,203125,0,526,0,0,0,18123,66473,82837,0,0,0,167443
Goa,2021-04-15,10200,59,213122,173909,39213,89205,84695,9,0,213122,0,529,0,0,0,18157,70194,85547,0,0,0,173909
Goa,2021-04-16,8900,59,224966,182574,42392,93412,89150,12,0,224966,0,534,0,0,0,18238,75283,89041,0,0,0,182574
Goa,2021-04-17,8800,56,237156,191878,45278,97780,94085,13,0,237156,0,534,0,0,0,18297,81039,92530,0,0,0,191878
Goa,2021-04-18,7700,52,244577,198368,46209,100810,97544,14,0,244577,0,536,0,0,0,18331,85044,94981,0,0,0,198368
Goa,2021-04-19,8500,59,253784,204861,48923,103836,101010,15,0,253784,0,536,0,0,0,18394,88888,97566,0,0,0,204861
Goa,2021-04-20,8500,61,264363,212256,52107,107462,104778,16,0,264363,0,536,0,0,0,18490,93292,100461,0,0,0,212256
Goa,2021-04-21,9500,65,272843,218280,54563,110516,107748,16,0,272843,0,536,0,0,0,18573,97001,102692,0,0,0,218280
Goa,2021-04-22,10100,66,281424,224561,56863,113504,111041,16,0,281424,0,538,0,0,0,18639,100851,105057,0,0,0,224561
Goa,2021-04-23,9200,64,289688,230437,59251,116263,114157,17,0,289688,0,541,0,0,0,18836,104536,107051,0,0,0,230437
Goa,2021-04-24,8200,59,299120,237544,61576,119513,118013,18,0,299120,0,541,0,0,0,18964,109294,109271,0,0,0,237544
Goa,2021-04-25,4700,43,304009,241453,62556,121382,120053,18,0,304009,0,541,0,0,0,19013,111838,110586,0,0,0,241453
Goa,2021-04-26,8100,58,313009,248280,64729,124565,123697,18,0,313009,0,542,0,0,0,19147,116061,113055,0,0,0,248280
Goa,2021-04-27,9200,63,323213,256196,67017,128306,127872,18,0,323213,0,543,0,0,0,24498,115719,115962,0,0,0,256196
Goa,2021-04-28,9920,68,331720,262802,68918,131482,131302,18,0,331720,0,543,0,0,0,24921,119670,118194,0,0,0,262802
Goa,2021-04-29,8920,61,340659,269749,70910,134717,135014,18,0,340659,0,545,0,0,0,25352,123938,120451,0,0,0,269749
Goa,2021-04-30,8820,65,349718,277125,72593,138452,138655,18,0,349718,0,546,0,0,0,25910,128663,122543,0,0,0,277125
Goa,2021-05-01,7000,48,355269,282005,73264,140915,141071,19,0,355269,0,547,0,0,0,26125,132003,123868,0,0,0,282005
Goa,2021-05-02,6100,41,358280,284560,73720,142173,142367,20,0,358280,0,548,0,0,0,26172,133683,124699,0,0,0,284560
Goa,2021-05-03,7550,51,363592,288805,74787,144181,144604,20,157,363435,0,553,0,0,0,26519,136275,126005,0,0,0,288805
Goa,2021-05-04,7307,50,368857,292908,75949,146277,146611,20,360,368497,0,553,0,0,0,26928,138728,127246,0,0,0,292908
Goa,2021-05-05,7520,49,373997,296579,77418,148079,148480,20,579,373418,0,553,0,0,0,27340,140815,128418,0,0,0,296579
Goa,2021-05-06,7812,53,379927,300663,79264,150067,150576,20,793,379134,0,553,0,0,0,27952,143093,129612,0,0,0,300663
Goa,2021-05-07,7806,51,386450,305206,81244,152622,152563,21,996,385454,0,553,0,0,0,29328,145196,130676,0,0,0,305206
Goa,2021-05-08,7802,53,392342,309334,83008,154712,154601,21,1199,391143,0,553,0,0,0,30574,147154,131600,0,0,0,309334
Goa,2021-05-09,6000,41,394413,310955,83458,155634,155300,21,1199,393214,0,553,0,0,0,30992,147953,132004,0,0,0,310955
Goa,2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2021-05-10,7708,52,399718,314583,85135,157647,156915,21,1406,398312,0,556,0,0,0,32116,149619,132842,0,0,0,314583
Goa,2021-05-11,7522,49,405500,318352,87148,159762,158569,21,1625,403875,0,556,0,0,0,33499,151197,133649,0,0,0,318352
Goa,2021-05-12,9424,54,411191,322251,88940,161973,160257,21,1836,409355,0,556,0,0,0,35049,152699,134494,0,0,0,322251
Goa,2021-05-13,9302,54,418484,327646,90838,165055,162570,21,2221,416263,0,556,0,0,0,37518,154655,135464,0,0,0,327646
Goa,2021-05-14,7806,50,425521,332990,92531,167894,165075,21,2422,423099,0,556,0,0,0,39860,156688,136432,0,0,0,332990
Goa,2021-05-15,12108,90,436458,342243,94215,173190,169032,21,2828,433630,0,556,0,0,0,46351,158645,137232,0,0,0,342243
Goa,2021-05-16,10050,77,438881,344615,94266,174548,170046,21,2828,436053,0,556,0,0,0,48577,158755,137268,0,0,0,344615
Goa,2021-05-17,16600,89,444923,350557,94366,178060,172474,23,3008,441915,0,556,0,0,0,53669,159367,137499,0,0,0,350557
Goa,2021-05-18,15853,92,451943,357502,94441,182028,175451,23,3237,448706,0,558,0,0,0,59071,160461,137945,0,0,0,357502
Goa,2021-05-19,15503,87,459632,365111,94521,186366,178720,25,3422,456210,0,559,0,0,0,64891,161701,138494,0,0,0,365111
Goa,2021-05-20,15419,89,466522,371961,94561,190214,181720,27,3644,462878,0,559,0,0,0,70321,162698,138913,0,0,0,371961
Goa,2021-05-21,17907,92,475384,380740,94644,195006,185707,27,3878,471506,0,559,0,0,0,76334,164655,139722,0,0,0,380740
Goa,2021-05-22,18090,96,483931,389263,94668,199545,189691,27,4185,479746,0,562,0,0,0,82325,166453,140456,0,0,0,389263
Goa,2021-05-23,11151,42,485579,390887,94692,200344,190516,27,4185,481394,0,562,0,0,0,83019,167094,140745,0,0,0,390887
Goa,2021-05-24,16251,64,491326,396608,94718,203228,193352,28,4779,486547,0,562,0,0,0,85629,169109,141840,0,0,0,396608
Goa,2021-05-25,17663,72,497180,402427,94753,206354,196044,29,5357,491823,0,562,0,0,0,88550,170967,142879,0,0,0,402427
Goa,2021-05-26,24029,76,503101,408309,94792,209371,198907,31,5547,497554,0,563,0,0,0,90671,173418,144188,0,0,0,408309
Goa,2021-05-27,21064,63,508928,414098,94830,212227,201838,33,5843,503085,0,563,0,0,0,92748,175814,145503,0,0,0,414098
Goa,2021-05-28,22277,71,514992,420107,94885,215175,204899,33,6303,508689,0,563,0,0,0,95119,178217,146737,0,0,0,420107
Goa,2021-05-29,22352,64,521480,426519,94961,218656,207830,33,6629,514851,0,564,0,0,0,98225,180461,147796,0,0,0,426519
Goa,2021-05-30,17862,48,524372,429393,94979,220042,209317,34,6629,517743,0,564,0,0,0,99045,181774,148537,0,0,0,429393
Goa,2021-05-31,22613,59,528955,433855,95100,222586,211234,35,7291,521664,0,564,0,0,0,100973,183436,149407,0,0,0,433855
Goa,2021-06-01,23685,63,533504,438285,95219,225304,212945,36,8029,525475,0,564,0,0,0,103503,184720,150023,0,0,0,438285
Goa,2021-06-02,22070,56,537792,442390,95402,227614,214739,37,8685,529107,0,565,0,0,0,105467,186152,150722,0,0,0,442390
Goa,2021-06-03,39400,97,543715,448111,95604,230718,217354,39,9177,534538,0,567,0,0,0,109214,187469,151378,0,0,0,448111
Goa,2021-06-04,40572,99,551988,456053,95935,234900,221113,40,9573,542415,0,567,0,0,0,115716,188466,151818,0,0,0,456053
Goa,2021-06-05,38764,95,563779,467529,96250,239949,227539,41,9942,553837,0,571,0,0,0,125977,189361,152136,0,0,0,467529
Goa,2021-06-06,33620,82,570434,474147,96287,242518,231588,41,9941,560493,0,571,0,0,0,131977,189789,152325,0,0,0,474147
Goa,2021-06-07,35084,91,581671,485171,96500,248239,236889,43,10208,571463,0,571,0,0,0,141846,190626,152639,0,0,0,485171
Goa,2021-06-08,33713,91,592178,495452,96726,253581,241827,44,10469,581709,0,571,0,0,0,151041,191404,152942,0,0,0,495452
Goa,2021-06-09,31247,94,600833,503890,96943,257801,246045,44,10804,590029,0,573,0,0,0,158488,192126,153208,0,0,0,503890
Goa,2021-06-10,30166,86,608564,511379,97185,261168,250167,44,11064,597500,0,573,0,0,0,164955,192877,153478,0,0,0,511379
Goa,2021-06-11,30407,85,614418,516897,97521,263817,253036,44,11467,602951,0,573,0,0,0,169278,193713,153837,0,0,0,516897
Goa,2021-06-12,30748,84,621644,523796,97848,267169,256581,46,12030,609614,0,574,0,0,0,174782,194734,154210,0,0,0,523796
Goa,2021-06-13,48398,80,638918,541029,97889,275956,265024,49,12030,626888,0,574,0,0,0,191047,195479,154427,0,0,0,541029
Goa,2021-06-14,54319,90,658193,559670,98523,285915,273704,51,12833,645360,0,575,0,0,0,207812,196819,154952,0,0,0,559670
Goa,2021-06-15,62343,90,676789,577925,98864,296382,281489,54,13213,663576,0,575,0,0,0,224258,198212,155359,0,0,0,577925
Goa,2021-06-16,70163,85,691969,592719,99250,304922,287743,54,13885,678084,0,576,0,0,0,237508,199363,155743,0,0,0,592719
Goa,2021-06-17,69132,87,708794,609077,99717,314413,294609,55,14685,694109,0,576,0,0,0,251823,200905,156239,0,0,0,609077
Goa,2021-06-18,72743,92,726686,626378,100308,324041,302279,58,15474,711212,0,576,0,0,0,266838,202605,156817,0,0,0,626378
Goa,2021-06-19,71984,86,747361,646436,100925,335055,311321,60,15908,731453,0,576,0,0,0,284439,204523,157351,0,0,0,646436
Goa,2021-06-20,69330,76,760206,659181,101025,341948,317171,62,15908,744298,0,576,0,0,0,295356,205921,157778,0,0,0,659181
Goa,2021-06-21,72122,85,776098,674546,101552,350662,323810,74,16210,759888,0,576,0,0,0,308191,207761,158455,0,0,0,674546
Goa,2021-06-22,72987,85,791272,688792,102480,358829,329888,75,16527,774745,0,576,0,0,0,319843,209665,159139,0,0,0,688792
Goa,2021-06-23,72666,83,805001,701689,103312,366160,335454,75,16815,788186,0,576,0,0,0,330293,211445,159801,0,0,0,701689
